date,traffic_source,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec
2020-06-26,organic_search,40569,30872,186283,0.00556,267.0
2020-06-27,paid_search,37310,30590,182508,0.00441,266.2
2020-06-28,social_media,39395,28416,150566,0.00483,147.1
2020-06-29,paid_search,40040,29410,185068,0.00497,247.5
2020-06-30,email_campaign,42180,29724,170415,0.00398,281.4
2020-07-01,paid_search,30595,24077,99837,0.00559,254.7
2020-07-02,email_campaign,27460,21481,146044,0.00574,269.2
2020-07-03,paid_search,30149,22578,101564,0.00454,182.7
2020-07-04,email_campaign,36231,25655,167563,0.00358,262.5
2020-07-05,paid_search,32159,23960,164511,0.00485,136.3
2020-07-06,direct,31155,21955,120153,0.00414,252.2
2020-07-07,organic_search,31719,22876,131244,0.00557,239.0
2020-07-08,email_campaign,34532,27716,127995,0.00355,172.7
2020-07-09,direct,31532,23016,144420,0.00393,262.3
2020-07-10,email_campaign,33515,26879,138606,0.00365,278.2
2020-07-11,organic_search,32050,26172,133615,0.00506,132.5
2020-07-12,direct,27495,20220,150199,0.00339,160.2
2020-07-13,email_campaign,35078,28181,148375,0.0047,292.3
2020-07-14,paid_search,32527,23555,137331,0.00323,240.8
2020-07-15,organic_search,32171,25881,161809,0.0049,194.8
2020-07-16,organic_search,30941,22516,125983,0.00388,237.1
2020-07-17,organic_search,33050,25526,151997,0.00457,218.8
2020-07-18,organic_search,27761,21602,151543,0.00531,312.3
2020-07-19,social_media,34393,26947,145541,0.00441,180.0
2020-07-20,social_media,37632,29503,155007,0.00431,171.8
2020-07-21,organic_search,35054,27530,126216,0.00451,203.5
2020-07-22,organic_search,29644,22426,125613,0.00394,174.0
2020-07-23,email_campaign,31569,25229,159907,0.00453,290.0
2020-07-24,paid_search,27412,21601,122794,0.00484,281.8
2020-07-25,direct,31945,23339,162927,0.00578,213.3
2020-07-26,referral,34829,25520,177075,0.00422,318.3
2020-07-27,email_campaign,35833,27052,192786,0.0032,154.3
2020-07-28,email_campaign,34319,24787,128819,0.00412,248.6
2020-07-29,organic_search,26016,18447,110402,0.00555,176.0
2020-07-30,email_campaign,31271,24555,159400,0.00496,294.7
2020-07-31,email_campaign,31816,23266,112511,0.00494,240.3
2020-08-01,email_campaign,37813,28331,199410,0.00353,197.1
2020-08-02,direct,35863,28452,153799,0.00428,192.4
2020-08-03,organic_search,38720,29089,177199,0.00561,191.2
2020-08-04,organic_search,34620,26378,139818,0.00369,307.3
2020-08-05,email_campaign,36418,26253,187350,0.00364,153.2
2020-08-06,organic_search,35171,25902,161966,0.00395,244.1
2020-08-07,organic_search,41155,32438,133104,0.00493,302.0
2020-08-08,referral,35669,27251,145029,0.00387,172.7
2020-08-09,email_campaign,37676,26741,164147,0.00423,122.5
2020-08-10,organic_search,35228,25251,153470,0.00437,241.6
2020-08-11,paid_search,37719,27782,200458,0.00395,107.6
2020-08-12,organic_search,39180,28426,215466,0.00467,125.5
2020-08-13,organic_search,40215,29520,205003,0.00577,279.0
2020-08-14,organic_search,35760,26734,166236,0.00351,298.4
2020-08-15,referral,33356,26180,178584,0.00497,243.4
2020-08-16,email_campaign,37006,29530,157212,0.00374,174.3
2020-08-17,organic_search,34854,28022,118396,0.00533,125.2
2020-08-18,organic_search,37531,28605,203174,0.00488,187.9
2020-08-19,paid_search,34147,27810,185856,0.00561,160.0
2020-08-20,organic_search,36424,26616,182461,0.00343,187.4
2020-08-21,social_media,33606,25978,109747,0.00563,279.8
2020-08-22,organic_search,30963,23305,154853,0.0043,319.1
2020-08-23,organic_search,39987,31388,209083,0.00468,164.1
2020-08-24,email_campaign,33539,26264,119660,0.00515,126.0
2020-08-25,email_campaign,32268,26443,160031,0.00527,107.7
2020-08-26,email_campaign,35762,25302,185700,0.00493,277.9
2020-08-27,organic_search,38266,28828,200768,0.00446,246.8
2020-08-28,paid_search,38993,30032,174686,0.00351,213.4
2020-08-29,paid_search,36212,26931,191116,0.00391,150.7
2020-08-30,referral,36313,27199,161767,0.00433,233.7
2020-08-31,paid_search,30899,23108,120249,0.00424,280.9
2020-09-01,referral,25779,19525,82568,0.0035,234.7
2020-09-02,email_campaign,25740,20239,87892,0.00528,129.0
2020-09-03,social_media,21880,16243,72566,0.00573,186.9
2020-09-04,email_campaign,26341,18688,125151,0.0045,284.2
2020-09-05,organic_search,27061,21025,109833,0.00512,174.8
2020-09-06,email_campaign,27527,21630,108802,0.00365,208.6
2020-09-07,organic_search,24662,17883,108662,0.00407,235.7
2020-09-08,paid_search,22647,18442,121854,0.00525,303.4
2020-09-09,paid_search,23534,16840,84994,0.00448,196.9
2020-09-10,social_media,24599,17738,105977,0.00474,124.4
2020-09-11,email_campaign,25825,19056,95585,0.00394,218.6
2020-09-12,paid_search,25785,19681,123384,0.00538,186.2
2020-09-13,referral,21475,15123,95840,0.00365,146.1
2020-09-14,email_campaign,28528,21280,108347,0.00389,148.8
2020-09-15,social_media,30267,22450,113275,0.00372,303.0
2020-09-16,paid_search,26144,19196,86584,0.00557,203.7
2020-09-17,referral,27837,19900,114571,0.00454,135.7
2020-09-18,email_campaign,21105,15784,100383,0.00425,265.4
2020-09-19,organic_search,23948,17545,83188,0.00416,181.4
2020-09-20,social_media,29247,22547,115136,0.00377,152.3
2020-09-21,paid_search,29246,22025,136066,0.00353,242.2
2020-09-22,paid_search,27835,20293,106244,0.00409,245.6
2020-09-23,organic_search,28929,21337,145147,0.00541,308.1
2020-09-24,paid_search,22265,17768,114577,0.00411,155.1
2020-09-25,paid_search,30621,24702,109054,0.00553,302.6
2020-09-26,referral,25054,18036,118576,0.00549,177.9
2020-09-27,organic_search,29837,23097,142121,0.00533,315.7
2020-09-28,email_campaign,28965,22114,125634,0.00361,311.1
2020-09-29,social_media,27997,19870,137528,0.0048,188.6
2020-09-30,email_campaign,23089,16405,113390,0.00371,307.9
2020-10-01,email_campaign,21266,16930,76549,0.0054,227.6
2020-10-02,organic_search,18119,14852,77416,0.00406,156.7
2020-10-03,paid_search,20645,14636,67383,0.00513,214.8
2020-10-04,organic_search,19416,14262,73170,0.00533,195.8
2020-10-05,email_campaign,24911,19722,131231,0.00403,246.0
2020-10-06,paid_search,23347,19051,99243,0.00576,213.7
2020-10-07,organic_search,21132,15554,84375,0.00367,284.1
2020-10-08,email_campaign,20037,16325,64298,0.00432,287.7
2020-10-09,paid_search,22199,17432,101056,0.00555,316.3
2020-10-10,organic_search,20615,15266,103142,0.00534,101.8
2020-10-11,paid_search,20115,14199,93659,0.00448,275.5
2020-10-12,referral,20896,16465,72670,0.00525,289.6
2020-10-13,organic_search,20981,16932,82348,0.00361,302.7
2020-10-14,referral,21476,16150,80061,0.0035,209.4
2020-10-15,organic_search,20834,16576,105217,0.00326,201.8
2020-10-16,paid_search,21601,16609,104505,0.00443,145.1
2020-10-17,paid_search,21266,15812,71380,0.00514,149.1
2020-10-18,paid_search,20371,16113,78229,0.00534,180.7
2020-10-19,organic_search,19438,15597,66703,0.00516,152.5
2020-10-20,paid_search,19028,15363,64480,0.00571,285.2
2020-10-21,referral,23461,18428,125439,0.00371,185.7
2020-10-22,email_campaign,19036,14034,92719,0.00461,145.3
2020-10-23,paid_search,22434,17640,111878,0.00441,180.6
2020-10-24,social_media,22947,18684,96280,0.00343,287.6
2020-10-25,organic_search,19591,14128,93877,0.00564,255.7
2020-10-26,social_media,21875,17852,75409,0.00374,251.9
2020-10-27,paid_search,22036,16781,78948,0.00509,181.9
2020-10-28,social_media,20859,15866,66974,0.00575,178.3
2020-10-29,organic_search,21829,16036,95302,0.00432,144.5
2020-10-30,email_campaign,22356,17201,94204,0.00408,182.9
2020-10-31,paid_search,23949,18930,111408,0.00482,300.9
2020-11-01,paid_search,18245,12972,61204,0.00405,261.0
2020-11-02,social_media,19551,14750,64224,0.00324,183.2
2020-11-03,referral,17361,12559,82603,0.00566,212.2
2020-11-04,email_campaign,16277,12255,56661,0.00418,293.4
2020-11-05,organic_search,15813,12731,64934,0.00566,108.1
2020-11-06,paid_search,16918,12621,85878,0.00412,316.2
2020-11-07,referral,17082,12711,79468,0.00569,233.5
2020-11-08,paid_search,18445,13486,81091,0.00527,190.7
2020-11-09,paid_search,17701,12953,76286,0.00418,118.0
2020-11-10,paid_search,19293,13687,77336,0.00477,315.5
2020-11-11,email_campaign,18790,14166,76190,0.00338,296.6
2020-11-12,referral,17856,12841,86498,0.00527,174.6
2020-11-13,email_campaign,17396,12776,77474,0.00556,279.4
2020-11-14,direct,17694,12793,72612,0.00576,243.0
2020-11-15,organic_search,14260,10406,61122,0.00412,188.5
2020-11-16,email_campaign,18092,14243,97390,0.00504,296.1
2020-11-17,organic_search,16039,12068,67477,0.00563,128.4
2020-11-18,organic_search,16491,11715,73039,0.00524,213.6
2020-11-19,paid_search,16250,13117,59654,0.00577,283.0
2020-11-20,organic_search,17855,13458,79186,0.0043,176.8
2020-11-21,social_media,17079,12036,83706,0.00347,295.2
2020-11-22,paid_search,16764,12087,75792,0.00542,254.4
2020-11-23,organic_search,15370,11896,81227,0.00418,126.5
2020-11-24,paid_search,18796,13402,84515,0.00393,141.6
2020-11-25,organic_search,15420,10841,54787,0.00336,134.0
2020-11-26,organic_search,16733,13329,79614,0.00552,213.0
2020-11-27,organic_search,17323,13271,92052,0.00399,254.4
2020-11-28,organic_search,18543,13712,71710,0.00329,285.2
2020-11-29,email_campaign,18159,14657,98612,0.00482,100.2
2020-11-30,organic_search,17824,13249,69923,0.00565,139.2
2020-12-01,organic_search,19647,14036,101454,0.00425,101.6
2020-12-02,organic_search,20023,16101,69321,0.00466,296.8
2020-12-03,paid_search,20422,15573,85659,0.0054,254.5
2020-12-04,social_media,16123,12162,75877,0.00414,150.9
2020-12-05,organic_search,19449,13722,102800,0.00559,305.9
2020-12-06,paid_search,19233,15083,87799,0.00345,265.8
2020-12-07,social_media,17942,14544,75482,0.00385,124.6
2020-12-08,email_campaign,18946,14954,83991,0.00348,139.4
2020-12-09,organic_search,19732,14464,64921,0.00403,124.6
2020-12-10,paid_search,16485,13246,64712,0.00346,260.4
2020-12-11,organic_search,16188,11995,58965,0.00344,198.6
2020-12-12,paid_search,16777,13540,71386,0.00418,156.0
2020-12-13,paid_search,16467,12133,58632,0.0048,194.7
2020-12-14,paid_search,19160,14625,69801,0.00428,314.9
2020-12-15,organic_search,20367,15824,98777,0.00494,315.9
2020-12-16,paid_search,19278,15286,93923,0.00503,110.3
2020-12-17,referral,19854,14704,70559,0.00324,294.3
2020-12-18,organic_search,20218,14273,75635,0.00519,307.7
2020-12-19,paid_search,20038,15556,91258,0.00409,259.5
2020-12-20,paid_search,20214,16185,71596,0.00474,258.1
2020-12-21,referral,18862,15018,79432,0.0046,168.1
2020-12-22,social_media,18707,13230,83873,0.00368,292.1
2020-12-23,email_campaign,19179,14954,95061,0.00569,292.5
2020-12-24,paid_search,20374,15600,88847,0.00486,159.9
2020-12-25,paid_search,19207,14605,70159,0.00343,250.6
2020-12-26,email_campaign,19934,15114,93736,0.0053,170.4
2020-12-27,organic_search,22306,16526,92481,0.00346,281.6
2020-12-28,social_media,18063,14637,96451,0.00526,293.1
2020-12-29,organic_search,21080,15731,90633,0.0035,136.0
2020-12-30,organic_search,20533,16778,69320,0.00328,280.3
2020-12-31,email_campaign,17767,13361,93445,0.00519,109.3
2021-01-01,referral,14570,11040,49430,0.00361,132.6
2021-01-02,paid_search,13267,10265,60079,0.00422,125.3
2021-01-03,paid_search,14741,11620,73963,0.00578,179.8
2021-01-04,social_media,14929,10471,52523,0.00473,171.1
2021-01-05,email_campaign,16138,12708,53744,0.00485,306.4
2021-01-06,referral,16334,12369,83419,0.00445,227.4
2021-01-07,paid_search,16711,11962,91756,0.00402,210.0
2021-01-08,organic_search,16364,13392,62434,0.00433,234.0
2021-01-09,social_media,16343,11944,64540,0.00532,307.6
2021-01-10,social_media,13484,9896,58053,0.00391,206.6
2021-01-11,email_campaign,16493,11978,55382,0.00448,314.0
2021-01-12,paid_search,15881,11461,69707,0.00466,319.8
2021-01-13,referral,15076,10739,53234,0.00479,182.6
2021-01-14,social_media,16537,11936,53246,0.00442,215.2
2021-01-15,direct,15763,11957,60315,0.0046,247.6
2021-01-16,direct,15667,11566,78596,0.00529,286.5
2021-01-17,social_media,16227,13003,67057,0.00531,293.8
2021-01-18,organic_search,15948,11290,59449,0.0058,159.4
2021-01-19,referral,16117,12572,68303,0.00439,228.1
2021-01-20,paid_search,15543,11545,69867,0.0039,191.7
2021-01-21,social_media,15673,11090,61671,0.00406,236.5
2021-01-22,organic_search,16747,12024,55374,0.00472,303.9
2021-01-23,social_media,16160,12050,61099,0.00539,235.4
2021-01-24,organic_search,15728,11746,57187,0.00329,284.5
2021-01-25,organic_search,17059,12064,85576,0.00542,317.7
2021-01-26,paid_search,16118,12581,57820,0.00352,147.1
2021-01-27,organic_search,17898,14011,68989,0.00544,249.6
2021-01-28,direct,14112,9931,72021,0.00489,213.6
2021-01-29,referral,15601,11768,66036,0.00469,239.3
2021-01-30,paid_search,16213,12103,85859,0.00557,251.5
2021-01-31,paid_search,14307,10979,54842,0.00343,126.3
2021-02-01,social_media,24811,19041,121401,0.00348,190.4
2021-02-02,organic_search,25619,18057,116068,0.00568,238.1
2021-02-03,organic_search,24601,19055,96562,0.00434,190.5
2021-02-04,organic_search,24393,17316,85004,0.00511,305.8
2021-02-05,social_media,23162,16799,89702,0.00469,152.2
2021-02-06,organic_search,28524,20728,141994,0.00441,302.9
2021-02-07,direct,25884,19478,129366,0.00353,109.9
2021-02-08,referral,22937,17347,83607,0.00412,302.6
2021-02-09,referral,22393,18180,108739,0.00352,212.8
2021-02-10,organic_search,21106,16559,98582,0.00484,191.8
2021-02-11,organic_search,23164,18564,120219,0.00466,128.2
2021-02-12,referral,20050,15090,103675,0.00458,242.3
2021-02-13,organic_search,20675,16310,86780,0.00384,293.6
2021-02-14,paid_search,19107,14102,97327,0.00506,260.8
2021-02-15,direct,21007,16081,68470,0.0035,225.4
2021-02-16,social_media,24988,18787,98983,0.00456,306.7
2021-02-17,social_media,27259,21684,107385,0.00556,115.0
2021-02-18,email_campaign,23888,19308,121845,0.00517,298.3
2021-02-19,organic_search,20136,15365,97088,0.00359,223.4
2021-02-20,referral,22514,16093,81093,0.00339,211.0
2021-02-21,email_campaign,24929,19918,113473,0.00542,236.0
2021-02-22,social_media,21488,16743,88253,0.00469,240.4
2021-02-23,direct,23227,17758,110633,0.00438,108.4
2021-02-24,email_campaign,24814,18311,109543,0.0052,314.6
2021-02-25,social_media,25641,19004,117903,0.00441,264.5
2021-02-26,paid_search,20529,16603,85164,0.00369,203.7
2021-02-27,paid_search,22079,15987,117948,0.0057,317.3
2021-02-28,organic_search,26771,19046,121825,0.00433,227.0
2021-03-01,email_campaign,30058,23636,139274,0.00377,126.6
2021-03-02,organic_search,34281,27865,150636,0.00511,194.1
2021-03-03,organic_search,37125,27617,174633,0.00415,299.1
2021-03-04,organic_search,34850,24960,180481,0.00534,218.7
2021-03-05,organic_search,34458,27269,136717,0.00504,316.3
2021-03-06,email_campaign,33670,27371,133076,0.00449,177.2
2021-03-07,social_media,36948,28600,157069,0.00565,225.9
2021-03-08,referral,35780,27855,140464,0.00349,178.3
2021-03-09,social_media,31141,22131,156070,0.00526,294.3
2021-03-10,social_media,37934,26752,195688,0.00398,276.9
2021-03-11,direct,34349,26011,168223,0.00457,186.7
2021-03-12,social_media,32364,23561,105747,0.00346,169.7
2021-03-13,direct,31175,24629,112065,0.00406,307.3
2021-03-14,paid_search,30999,25273,114789,0.00547,116.3
2021-03-15,paid_search,31562,23684,161584,0.00392,170.8
2021-03-16,social_media,30694,24351,159810,0.00459,213.6
2021-03-17,organic_search,31897,25392,170214,0.00481,318.6
2021-03-18,organic_search,35408,28839,182242,0.00579,124.5
2021-03-19,email_campaign,34760,28067,120473,0.00385,261.3
2021-03-20,email_campaign,31417,24295,126393,0.00464,310.7
2021-03-21,social_media,34445,26647,124002,0.00406,269.6
2021-03-22,direct,33491,26683,121744,0.00439,103.1
2021-03-23,paid_search,28368,20831,105036,0.00451,101.6
2021-03-24,organic_search,28378,21514,109227,0.00399,278.7
2021-03-25,paid_search,36949,28753,161932,0.0058,167.8
2021-03-26,referral,31567,22349,122036,0.00566,302.5
2021-03-27,direct,32631,23595,147924,0.00472,192.1
2021-03-28,organic_search,30890,23435,161355,0.00435,310.2
2021-03-29,paid_search,34658,26535,185511,0.00415,299.9
2021-03-30,organic_search,27851,21589,134872,0.00472,193.7
2021-03-31,direct,30899,22549,126799,0.00356,218.2
2021-04-01,direct,41841,33400,158113,0.00403,102.2
2021-04-02,direct,44123,31584,214010,0.00524,161.5
2021-04-03,organic_search,41643,30558,161901,0.00477,166.6
2021-04-04,social_media,39805,28128,200899,0.00365,196.2
2021-04-05,paid_search,47943,35534,209958,0.00383,290.8
2021-04-06,referral,44337,34814,229084,0.00406,121.4
2021-04-07,organic_search,42648,32357,157589,0.00389,167.3
2021-04-08,email_campaign,46956,35299,239902,0.0052,298.8
2021-04-09,social_media,45568,33443,193914,0.00416,223.0
2021-04-10,organic_search,42541,34382,205786,0.00336,124.6
2021-04-11,organic_search,43154,32111,138797,0.00477,123.6
2021-04-12,paid_search,47621,35359,182817,0.00406,136.3
2021-04-13,email_campaign,43787,33075,237704,0.00397,108.1
2021-04-14,organic_search,41868,33201,218893,0.00531,246.5
2021-04-15,organic_search,46066,36105,162617,0.00469,310.4
2021-04-16,paid_search,43728,33236,155174,0.00322,152.8
2021-04-17,paid_search,47170,34731,171205,0.00534,115.7
2021-04-18,paid_search,42920,32739,155375,0.00324,144.0
2021-04-19,organic_search,48473,38183,183223,0.00336,259.3
2021-04-20,organic_search,42582,31626,150485,0.0038,111.5
2021-04-21,email_campaign,37415,28122,137412,0.00492,313.6
2021-04-22,referral,44828,33107,221933,0.00485,194.4
2021-04-23,organic_search,41069,30398,194843,0.00376,281.1
2021-04-24,referral,45034,36788,211215,0.00511,115.6
2021-04-25,paid_search,50274,40430,254833,0.00382,185.6
2021-04-26,referral,40077,31568,164581,0.0055,191.9
2021-04-27,email_campaign,43799,31642,206019,0.00544,289.7
2021-04-28,organic_search,47571,33983,212630,0.00415,135.5
2021-04-29,social_media,46907,33983,162107,0.00467,211.1
2021-04-30,organic_search,50714,40411,194628,0.0044,296.5
2021-05-01,organic_search,38587,27949,180978,0.00444,209.5
2021-05-02,referral,39941,31361,128241,0.00499,251.8
2021-05-03,organic_search,47936,36124,207575,0.00339,204.0
2021-05-04,social_media,40128,32736,172741,0.00381,234.2
2021-05-05,referral,42121,33188,224669,0.00355,310.3
2021-05-06,direct,38251,30338,146607,0.00576,271.6
2021-05-07,referral,40597,32930,186760,0.00446,218.7
2021-05-08,organic_search,42180,30797,202495,0.00353,127.5
2021-05-09,paid_search,47574,36687,221606,0.00548,269.9
2021-05-10,referral,40689,28723,146918,0.00462,297.6
2021-05-11,direct,41632,30068,216979,0.0048,212.8
2021-05-12,social_media,40035,31679,173943,0.00577,209.6
2021-05-13,direct,44172,33131,145415,0.00399,314.8
2021-05-14,social_media,41669,29288,220903,0.00351,102.1
2021-05-15,paid_search,44877,32359,163408,0.00347,280.4
2021-05-16,direct,46038,32930,178309,0.00408,182.2
2021-05-17,social_media,40445,29227,133550,0.00383,152.7
2021-05-18,organic_search,40506,32133,144075,0.00576,222.9
2021-05-19,organic_search,40499,31915,191765,0.00425,142.8
2021-05-20,organic_search,48008,34549,234218,0.00347,203.3
2021-05-21,email_campaign,40494,30867,207787,0.00544,279.2
2021-05-22,referral,36963,28930,152131,0.0052,171.9
2021-05-23,referral,45854,34982,172164,0.00495,239.7
2021-05-24,organic_search,44500,33428,223584,0.00502,217.5
2021-05-25,referral,40082,28264,149247,0.00543,127.9
2021-05-26,organic_search,45774,37206,211861,0.00394,281.4
2021-05-27,organic_search,35745,28000,177423,0.00476,133.8
2021-05-28,email_campaign,41259,31125,152716,0.00514,177.9
2021-05-29,paid_search,30460,22820,165532,0.00538,233.5
2021-05-30,email_campaign,36841,26242,147220,0.00458,164.0
2021-05-31,organic_search,44156,33751,169380,0.005,219.6
2021-06-01,organic_search,40847,32094,213982,0.00449,220.1
2021-06-02,social_media,42831,31013,182212,0.00467,265.3
2021-06-03,organic_search,48600,38637,184769,0.00478,317.2
2021-06-04,organic_search,44701,32417,226819,0.00366,162.1
2021-06-05,email_campaign,46818,37746,238843,0.00404,162.2
2021-06-06,social_media,40909,32161,150967,0.00449,169.9
2021-06-07,social_media,46202,33516,198783,0.00562,166.2
2021-06-08,organic_search,45781,37084,219913,0.0048,130.8
2021-06-09,social_media,34088,27887,130269,0.00422,205.6
2021-06-10,direct,44249,32430,217077,0.00424,187.7
2021-06-11,organic_search,44246,32772,164717,0.00473,208.8
2021-06-12,paid_search,44378,35506,154157,0.00537,193.4
2021-06-13,social_media,42050,31300,215993,0.00388,213.2
2021-06-14,organic_search,46537,36237,246126,0.00571,180.9
2021-06-15,social_media,44310,31547,210222,0.00492,195.6
2021-06-16,referral,44337,35817,229232,0.00564,183.3
2021-06-17,social_media,47460,37553,238402,0.00345,151.4
2021-06-18,organic_search,43011,34964,202414,0.00547,254.9
2021-06-19,organic_search,43105,35045,148637,0.00338,136.3
2021-06-20,organic_search,45601,33536,218671,0.00391,216.3
2021-06-21,paid_search,50225,40208,255212,0.00545,177.1
2021-06-22,social_media,44414,35172,231173,0.00469,138.0
2021-06-23,email_campaign,40031,31413,139944,0.0047,136.9
2021-06-24,referral,46126,36500,189683,0.00479,146.7
2021-06-25,referral,38862,30258,150660,0.00423,229.1
2021-06-26,organic_search,38286,28676,174622,0.00459,153.9
2021-06-27,social_media,49137,39354,260766,0.00541,308.4
2021-06-28,direct,46294,35882,202773,0.00329,285.4
2021-06-29,paid_search,40996,30081,215178,0.00321,133.5
2021-06-30,paid_search,45773,33294,233584,0.00399,152.9
2021-07-01,email_campaign,37571,29901,180410,0.00362,141.3
2021-07-02,email_campaign,33233,27127,152049,0.00522,253.8
2021-07-03,organic_search,35152,24966,184088,0.00333,257.1
2021-07-04,referral,32810,24267,170944,0.00448,297.0
2021-07-05,paid_search,29990,21941,119299,0.00467,103.6
2021-07-06,organic_search,31012,23158,156722,0.00358,154.2
2021-07-07,email_campaign,30311,24007,123602,0.00322,297.9
2021-07-08,paid_search,33426,25458,118185,0.00361,145.3
2021-07-09,organic_search,34217,25366,174288,0.00546,162.7
2021-07-10,referral,31779,22917,150809,0.00565,120.0
2021-07-11,organic_search,30443,23946,142310,0.00553,163.7
2021-07-12,email_campaign,34467,27984,123706,0.00358,100.9
2021-07-13,organic_search,34885,25203,146821,0.00502,244.7
2021-07-14,organic_search,38621,27441,155193,0.00534,304.3
2021-07-15,organic_search,34804,27447,145288,0.00401,304.9
2021-07-16,email_campaign,33529,24745,133076,0.00399,300.8
2021-07-17,email_campaign,34590,25085,138564,0.00435,153.7
2021-07-18,email_campaign,38368,30559,130106,0.00372,134.7
2021-07-19,social_media,34197,26768,167299,0.00495,178.7
2021-07-20,organic_search,30516,22658,113914,0.00324,117.5
2021-07-21,organic_search,33646,23848,179592,0.00372,144.2
2021-07-22,organic_search,32412,25523,158492,0.00341,131.8
2021-07-23,social_media,32445,26329,134930,0.00425,202.6
2021-07-24,organic_search,31592,25814,118083,0.00556,300.8
2021-07-25,referral,35455,26715,120481,0.00497,179.7
2021-07-26,paid_search,33451,23825,147504,0.00354,148.6
2021-07-27,organic_search,33644,23932,164830,0.00456,191.4
2021-07-28,social_media,34683,25833,113756,0.00361,264.4
2021-07-29,paid_search,32982,24449,136497,0.00446,184.2
2021-07-30,organic_search,36061,26735,140586,0.00362,296.0
2021-07-31,email_campaign,29917,22395,154337,0.00531,314.0
2021-08-01,paid_search,37105,27725,195190,0.0039,187.9
2021-08-02,direct,42139,33273,143292,0.00425,264.2
2021-08-03,organic_search,34871,28444,134855,0.00349,174.5
2021-08-04,social_media,42489,31819,211792,0.00371,183.6
2021-08-05,paid_search,37593,29342,166972,0.00505,278.1
2021-08-06,direct,41901,33170,150778,0.00563,245.9
2021-08-07,organic_search,36018,27276,115308,0.00436,168.8
2021-08-08,paid_search,39567,31128,138739,0.0041,211.9
2021-08-09,paid_search,39113,27660,163795,0.00488,116.1
2021-08-10,organic_search,39302,29245,155199,0.0052,265.9
2021-08-11,direct,30995,24667,159578,0.00536,156.9
2021-08-12,paid_search,38269,29771,208637,0.00442,210.7
2021-08-13,organic_search,37306,29688,123156,0.00537,316.2
2021-08-14,organic_search,37592,29767,175016,0.00491,177.1
2021-08-15,email_campaign,39171,29071,146883,0.00444,256.6
2021-08-16,organic_search,42739,32073,186199,0.00569,263.5
2021-08-17,organic_search,35832,25317,135797,0.00361,205.1
2021-08-18,paid_search,33929,26293,149882,0.00376,162.6
2021-08-19,referral,34659,26539,156110,0.00488,240.4
2021-08-20,paid_search,36779,28824,123466,0.00367,297.9
2021-08-21,social_media,35239,27158,150437,0.00374,288.1
2021-08-22,email_campaign,33822,26677,184931,0.00439,157.1
2021-08-23,social_media,41170,32849,199026,0.00455,236.8
2021-08-24,paid_search,33874,25023,154508,0.00417,263.4
2021-08-25,organic_search,42700,33671,212858,0.00335,130.8
2021-08-26,referral,44382,33320,172425,0.00358,212.0
2021-08-27,paid_search,31425,25653,154963,0.00448,279.5
2021-08-28,paid_search,40471,32901,163592,0.00478,301.7
2021-08-29,organic_search,38145,28063,192572,0.00445,157.5
2021-08-30,email_campaign,41162,33329,194304,0.00332,284.6
2021-08-31,direct,41421,33047,200812,0.00341,221.0
2021-09-01,email_campaign,27326,19208,99898,0.0054,279.6
2021-09-02,social_media,28236,21778,94116,0.0045,254.8
2021-09-03,social_media,26551,19907,108115,0.00405,176.7
2021-09-04,organic_search,24298,18434,117729,0.00518,192.4
2021-09-05,direct,28062,21856,117356,0.00381,238.5
2021-09-06,organic_search,28771,21226,117131,0.00431,158.1
2021-09-07,organic_search,23373,16735,88001,0.0044,241.4
2021-09-08,referral,29427,23808,114276,0.00415,272.4
2021-09-09,organic_search,25832,18779,102486,0.00325,100.5
2021-09-10,social_media,24570,18030,128972,0.00556,272.2
2021-09-11,organic_search,22915,16946,78615,0.00369,108.3
2021-09-12,referral,24856,18243,109179,0.00375,121.6
2021-09-13,direct,26951,20849,129532,0.00398,138.6
2021-09-14,paid_search,26127,19448,125476,0.00452,161.8
2021-09-15,paid_search,27170,22258,90013,0.00436,269.5
2021-09-16,paid_search,24544,20042,109761,0.00538,250.7
2021-09-17,organic_search,27224,19381,129910,0.00478,221.8
2021-09-18,email_campaign,25797,18347,105109,0.00336,239.0
2021-09-19,organic_search,26670,21014,95312,0.00348,285.3
2021-09-20,referral,27194,19545,107817,0.00574,159.7
2021-09-21,referral,28567,20425,111680,0.00534,279.9
2021-09-22,direct,23720,19155,125345,0.00395,108.6
2021-09-23,referral,28950,21182,140514,0.00327,249.3
2021-09-24,social_media,25544,19883,116993,0.00545,293.4
2021-09-25,direct,28614,21314,124020,0.00511,269.9
2021-09-26,organic_search,26085,20400,95877,0.00494,318.7
2021-09-27,paid_search,27562,22060,142951,0.0045,118.0
2021-09-28,organic_search,28001,21001,103029,0.00444,184.6
2021-09-29,email_campaign,29661,23727,120596,0.00507,281.8
2021-09-30,social_media,28475,21959,148954,0.00364,192.8
2021-10-01,social_media,24386,17960,123393,0.0043,294.8
2021-10-02,paid_search,21410,15691,111539,0.00365,311.3
2021-10-03,organic_search,22289,18269,72630,0.00336,163.3
2021-10-04,organic_search,21958,16903,103019,0.00375,116.6
2021-10-05,paid_search,22060,17666,72399,0.00341,168.1
2021-10-06,paid_search,20869,16523,75300,0.00556,128.6
2021-10-07,social_media,24821,18161,83730,0.00387,193.1
2021-10-08,organic_search,19762,13894,102451,0.00362,127.6
