zip,city,district,region
77353,Nha Trang,District #23,Central
77354,Quang Ngai,District #23,Central
77355,Dong Hoi,District #23,Central
77356,Quang Ngai,District #23,Central
77357,Hoi An,District #23,Central
77358,Phan Rang-Thap Cham,District #23,Central
77359,Quang Ngai,District #23,Central
77360,Tam Ky,District #23,Central
77362,Phan Thiet,District #23,Central
77363,Tam Ky,District #23,Central
77364,Hue,District #23,Central
77365,Kon Tum,District #23,Central
77367,Quy Nhon,District #23,Central
77368,Phan Thiet,District #23,Central
77369,Quang Ngai,District #23,Central
77371,Hoi An,District #23,Central
77372,Quy Nhon,District #23,Central
77373,Phan Thiet,District #23,Central
77375,Kon Tum,District #23,Central
77377,Hue,District #23,Central
77378,Kon Tum,District #23,Central
77379,Phan Thiet,District #23,Central
77380,Dong Hoi,District #23,Central
77381,Hoi An,District #23,Central
77382,Dong Hoi,District #23,Central
77383,Tam Ky,District #23,Central
77384,Hue,District #23,Central
77385,Kon Tum,District #23,Central
77386,Dong Hoi,District #23,Central
77387,Hue,District #23,Central
77388,Quy Nhon,District #23,Central
77389,Phan Thiet,District #23,Central
77391,Tam Ky,District #23,Central
77393,Tam Ky,District #23,Central
77396,Hue,District #23,Central
77399,Hue,District #23,Central
77401,Kon Tum,District #23,Central
77402,Kon Tum,District #23,Central
77404,Hue,District #23,Central
77406,Quang Ngai,District #23,Central
77407,Tuy Hoa,District #23,Central
77410,Phan Thiet,District #23,Central
77411,Quang Ngai,District #23,Central
77412,Phan Thiet,District #23,Central
77413,Hue,District #23,Central
77414,Da Nang,District #23,Central
77415,Tam Ky,District #23,Central
77417,Nha Trang,District #23,Central
77418,Phan Rang-Thap Cham,District #23,Central
77419,Quy Nhon,District #23,Central
77420,Quy Nhon,District #23,Central
77422,Quang Ngai,District #23,Central
77423,Kon Tum,District #23,Central
77426,Da Nang,District #23,Central
77428,Quang Ngai,District #23,Central
77429,Quy Nhon,District #23,Central
77430,Da Nang,District #23,Central
77431,Phan Rang-Thap Cham,District #23,Central
77432,Phan Thiet,District #23,Central
77433,Hoi An,District #23,Central
77434,Phan Rang-Thap Cham,District #23,Central
77435,Tuy Hoa,District #23,Central
77436,Tuy Hoa,District #23,Central
77437,Tam Ky,District #23,Central
77440,Nha Trang,District #23,Central
77441,Da Nang,District #23,Central
77442,Da Nang,District #23,Central
77443,Hoi An,District #23,Central
77444,Quang Ngai,District #23,Central
77445,Hue,District #23,Central
77446,Tuy Hoa,District #23,Central
77447,Dong Hoi,District #23,Central
77448,Quy Nhon,District #23,Central
77449,Hue,District #23,Central
77450,Quang Ngai,District #23,Central
77451,Phan Rang-Thap Cham,District #23,Central
77452,Quy Nhon,District #23,Central
77453,Phan Rang-Thap Cham,District #23,Central
77454,Nha Trang,District #23,Central
77455,Da Nang,District #23,Central
77456,Dong Hoi,District #23,Central
77457,Phan Thiet,District #23,Central
77458,Phan Thiet,District #23,Central
77459,Kon Tum,District #23,Central
77460,Hue,District #23,Central
77461,Da Nang,District #23,Central
77463,Quang Ngai,District #23,Central
77464,Kon Tum,District #23,Central
77465,Kon Tum,District #23,Central
77466,Nha Trang,District #23,Central
77467,Quy Nhon,District #23,Central
77468,Dong Hoi,District #23,Central
77469,Phan Thiet,District #23,Central
77470,Hoi An,District #23,Central
77471,Kon Tum,District #23,Central
77473,Phan Rang-Thap Cham,District #23,Central
77474,Da Nang,District #23,Central
77475,Phan Thiet,District #23,Central
77476,Dong Hoi,District #23,Central
77477,Kon Tum,District #23,Central
77478,Hoi An,District #23,Central
77479,Kon Tum,District #23,Central
77480,Da Nang,District #23,Central
77481,Da Nang,District #23,Central
77482,Tam Ky,District #23,Central
77483,Dong Hoi,District #23,Central
77484,Hoi An,District #23,Central
77485,Nha Trang,District #23,Central
77486,Quy Nhon,District #23,Central
77487,Hue,District #23,Central
77488,Hoi An,District #23,Central
77489,Hue,District #23,Central
77491,Kon Tum,District #23,Central
77492,Kon Tum,District #23,Central
77493,Dong Hoi,District #23,Central
77494,Tuy Hoa,District #23,Central
77496,Hue,District #23,Central
77497,Da Nang,District #23,Central
77498,Quy Nhon,District #23,Central
77501,Kon Tum,District #23,Central
77502,Tam Ky,District #23,Central
77503,Phan Rang-Thap Cham,District #23,Central
77504,Quy Nhon,District #23,Central
77505,Nha Trang,District #23,Central
77506,Phan Rang-Thap Cham,District #23,Central
77507,Tam Ky,District #23,Central
77508,Tuy Hoa,District #23,Central
77510,Tuy Hoa,District #23,Central
77511,Tuy Hoa,District #23,Central
77512,Tuy Hoa,District #23,Central
77515,Phan Rang-Thap Cham,District #23,Central
77516,Tam Ky,District #23,Central
77517,Nha Trang,District #23,Central
77518,Quang Ngai,District #23,Central
77520,Nha Trang,District #23,Central
77521,Da Nang,District #23,Central
77522,Quy Nhon,District #23,Central
77523,Quang Ngai,District #23,Central
77530,Quang Ngai,District #23,Central
77531,Quy Nhon,District #23,Central
77532,Tuy Hoa,District #23,Central
77534,Nha Trang,District #23,Central
77535,Dong Hoi,District #23,Central
77536,Nha Trang,District #23,Central
77539,Kon Tum,District #23,Central
77541,Dong Hoi,District #23,Central
77542,Quang Ngai,District #23,Central
77545,Tam Ky,District #23,Central
77546,Phan Rang-Thap Cham,District #23,Central
77547,Tam Ky,District #23,Central
77549,Phan Rang-Thap Cham,District #23,Central
77550,Hue,District #23,Central
77551,Phan Rang-Thap Cham,District #23,Central
77552,Kon Tum,District #23,Central
77553,Hoi An,District #23,Central
77554,Hoi An,District #23,Central
77555,Kon Tum,District #23,Central
77561,Quy Nhon,District #23,Central
77562,Tuy Hoa,District #23,Central
77563,Hoi An,District #23,Central
77565,Tam Ky,District #23,Central
77566,Tuy Hoa,District #23,Central
77568,Phan Thiet,District #23,Central
77571,Tam Ky,District #23,Central
77572,Da Nang,District #23,Central
77573,Quy Nhon,District #23,Central
77574,Dong Hoi,District #23,Central
77575,Phan Thiet,District #23,Central
77577,Phan Thiet,District #23,Central
77578,Phan Rang-Thap Cham,District #23,Central
77580,Hue,District #23,Central
77581,Quang Ngai,District #23,Central
77582,Quang Ngai,District #23,Central
77583,Tam Ky,District #23,Central
77584,Kon Tum,District #23,Central
77586,Kon Tum,District #23,Central
77587,Hoi An,District #23,Central
77588,Kon Tum,District #23,Central
77590,Phan Thiet,District #23,Central
77591,Tuy Hoa,District #23,Central
77592,Quy Nhon,District #23,Central
77597,Phan Rang-Thap Cham,District #23,Central
77598,Dong Hoi,District #23,Central
77801,Phan Thiet,District #23,Central
77802,Tuy Hoa,District #23,Central
77803,Kon Tum,District #23,Central
77805,Tam Ky,District #23,Central
77806,Da Nang,District #23,Central
77807,Tam Ky,District #23,Central
77808,Kon Tum,District #23,Central
77830,Dong Hoi,District #23,Central
77831,Tuy Hoa,District #23,Central
77833,Dong Hoi,District #23,Central
77834,Dong Hoi,District #23,Central
77835,Da Nang,District #23,Central
77836,Quy Nhon,District #23,Central
77837,Hue,District #23,Central
77838,Quy Nhon,District #23,Central
77840,Tuy Hoa,District #23,Central
77841,Phan Rang-Thap Cham,District #23,Central
77842,Hoi An,District #23,Central
77843,Dong Hoi,District #23,Central
77844,Hoi An,District #23,Central
77845,Hoi An,District #23,Central
77850,Kon Tum,District #23,Central
77852,Dong Hoi,District #23,Central
77853,Hoi An,District #23,Central
77855,Hue,District #23,Central
77856,Da Nang,District #23,Central
77857,Tam Ky,District #23,Central
77859,Hue,District #23,Central
77861,Dong Hoi,District #23,Central
77862,Tam Ky,District #23,Central
77863,Dong Hoi,District #23,Central
77864,Hoi An,District #23,Central
77865,Hue,District #23,Central
77866,Hue,District #23,Central
77867,Hue,District #23,Central
77868,Da Nang,District #23,Central
77870,Nha Trang,District #23,Central
77871,Phan Rang-Thap Cham,District #23,Central
77872,Dong Hoi,District #23,Central
77873,Nha Trang,District #23,Central
77875,Kon Tum,District #23,Central
77876,Phan Rang-Thap Cham,District #23,Central
77878,Phan Rang-Thap Cham,District #23,Central
77879,Phan Thiet,District #23,Central
77880,Tuy Hoa,District #23,Central
77881,Kon Tum,District #23,Central
77882,Nha Trang,District #23,Central
77901,Phan Thiet,District #23,Central
77902,Hue,District #23,Central
77903,Nha Trang,District #23,Central
77904,Phan Thiet,District #23,Central
77905,Hue,District #23,Central
77950,Quang Ngai,District #23,Central
77951,Quy Nhon,District #23,Central
77954,Hue,District #23,Central
77957,Hoi An,District #23,Central
77960,Quang Ngai,District #23,Central
77961,Dong Hoi,District #23,Central
77962,Tuy Hoa,District #23,Central
77963,Hue,District #23,Central
77964,Nha Trang,District #23,Central
77967,Hue,District #23,Central
77968,Da Nang,District #23,Central
77969,Quy Nhon,District #23,Central
77970,Dong Hoi,District #23,Central
77971,Quy Nhon,District #23,Central
77973,Da Nang,District #23,Central
77974,Hoi An,District #23,Central
77975,Tam Ky,District #23,Central
77976,Quy Nhon,District #23,Central
77977,Phan Rang-Thap Cham,District #23,Central
77978,Dong Hoi,District #23,Central
77979,Kon Tum,District #23,Central
77982,Hoi An,District #23,Central
77983,Quy Nhon,District #23,Central
77984,Hue,District #23,Central
77986,Da Nang,District #23,Central
77987,Kon Tum,District #23,Central
77988,Tam Ky,District #23,Central
77989,Dong Hoi,District #23,Central
77990,Nha Trang,District #23,Central
77991,Da Nang,District #23,Central
77993,Phan Thiet,District #23,Central
77994,Dong Hoi,District #23,Central
77995,Tuy Hoa,District #23,Central
78001,Quang Ngai,District #23,Central
78002,Quy Nhon,District #23,Central
78003,Tam Ky,District #23,Central
78004,Phan Rang-Thap Cham,District #23,Central
78005,Hoi An,District #23,Central
78006,Quy Nhon,District #23,Central
78007,Nha Trang,District #23,Central
78008,Quang Ngai,District #23,Central
78009,Kon Tum,District #23,Central
78010,Kon Tum,District #23,Central
78011,Quang Ngai,District #23,Central
78012,Hoi An,District #23,Central
78013,Kon Tum,District #23,Central
78014,Nha Trang,District #23,Central
78015,Quy Nhon,District #23,Central
78016,Phan Thiet,District #23,Central
78017,Nha Trang,District #23,Central
78019,Tam Ky,District #23,Central
78021,Kon Tum,District #23,Central
78022,Nha Trang,District #23,Central
78023,Dong Hoi,District #23,Central
78024,Da Nang,District #23,Central
78025,Kon Tum,District #23,Central
78026,Tam Ky,District #23,Central
78027,Tuy Hoa,District #23,Central
78028,Quang Ngai,District #23,Central
78029,Tam Ky,District #23,Central
78039,Quy Nhon,District #23,Central
78040,Da Nang,District #23,Central
78041,Nha Trang,District #23,Central
78042,Quy Nhon,District #23,Central
78043,Quy Nhon,District #23,Central
78044,Nha Trang,District #23,Central
78045,Dong Hoi,District #23,Central
78046,Phan Rang-Thap Cham,District #23,Central
78049,Phan Thiet,District #23,Central
78050,Kon Tum,District #23,Central
78052,Dong Hoi,District #23,Central
78054,Quy Nhon,District #23,Central
78055,Dong Hoi,District #23,Central
78056,Hue,District #23,Central
78057,Phan Rang-Thap Cham,District #23,Central
78058,Quang Ngai,District #23,Central
78059,Hue,District #23,Central
78060,Tam Ky,District #23,Central
78061,Nha Trang,District #23,Central
78062,Quy Nhon,District #23,Central
78063,Da Nang,District #23,Central
78064,Da Nang,District #23,Central
78065,Quy Nhon,District #23,Central
78066,Nha Trang,District #23,Central
78067,Kon Tum,District #23,Central
78069,Nha Trang,District #23,Central
78070,Nha Trang,District #23,Central
78071,Phan Thiet,District #23,Central
78072,Phan Thiet,District #23,Central
78073,Da Nang,District #23,Central
78074,Hue,District #23,Central
78075,Hue,District #23,Central
78076,Tam Ky,District #23,Central
78101,Quang Ngai,District #23,Central
78102,Quy Nhon,District #23,Central
78104,Da Nang,District #23,Central
78107,Hoi An,District #23,Central
78108,Dong Hoi,District #23,Central
78109,Quy Nhon,District #23,Central
78111,Hue,District #23,Central
78112,Dong Hoi,District #23,Central
78113,Dong Hoi,District #23,Central
78114,Tam Ky,District #23,Central
78115,Kon Tum,District #23,Central
78116,Phan Thiet,District #23,Central
78117,Da Nang,District #23,Central
78118,Phan Thiet,District #23,Central
78119,Da Nang,District #23,Central
78121,Tam Ky,District #23,Central
78122,Phan Thiet,District #23,Central
78123,Kon Tum,District #23,Central
78124,Da Nang,District #23,Central
78125,Da Nang,District #23,Central
78130,Hoi An,District #23,Central
78131,Nha Trang,District #23,Central
78132,Nha Trang,District #23,Central
78133,Tam Ky,District #23,Central
78135,Nha Trang,District #23,Central
78140,Quang Ngai,District #23,Central
78141,Phan Thiet,District #23,Central
78142,Quang Ngai,District #23,Central
78143,Nha Trang,District #23,Central
78144,Quang Ngai,District #23,Central
78145,Dong Hoi,District #23,Central
78146,Phan Thiet,District #23,Central
78147,Kon Tum,District #23,Central
78148,Nha Trang,District #23,Central
78150,Kon Tum,District #23,Central
78151,Phan Rang-Thap Cham,District #23,Central
78152,Hue,District #23,Central
78154,Quang Ngai,District #23,Central
78155,Hue,District #23,Central
78156,Tam Ky,District #23,Central
78159,Da Nang,District #23,Central
78160,Nha Trang,District #23,Central
78161,Dong Hoi,District #23,Central
78162,Nha Trang,District #23,Central
78163,Da Nang,District #23,Central
78164,Quy Nhon,District #23,Central
78236,Quang Ngai,District #23,Central
78330,Phan Rang-Thap Cham,District #23,Central
78332,Hue,District #23,Central
78333,Tam Ky,District #23,Central
78335,Hoi An,District #23,Central
78336,Hue,District #23,Central
78338,Hue,District #23,Central
78339,Phan Rang-Thap Cham,District #23,Central
78340,Kon Tum,District #23,Central
78341,Dong Hoi,District #23,Central
78342,Quy Nhon,District #23,Central
78343,Kon Tum,District #23,Central
78344,Tam Ky,District #23,Central
78347,Quang Ngai,District #23,Central
78349,Dong Hoi,District #23,Central
78350,Dong Hoi,District #23,Central
78351,Tam Ky,District #23,Central
78352,Tam Ky,District #23,Central
78353,Nha Trang,District #23,Central
78355,Tuy Hoa,District #23,Central
78357,Tuy Hoa,District #23,Central
78358,Tam Ky,District #23,Central
78359,Tuy Hoa,District #23,Central
78360,Hue,District #23,Central
78361,Quy Nhon,District #23,Central
78362,Kon Tum,District #23,Central
78363,Tuy Hoa,District #23,Central
78364,Tuy Hoa,District #23,Central
78368,Phan Thiet,District #23,Central
78369,Dong Hoi,District #23,Central
78370,Dong Hoi,District #23,Central
78371,Tam Ky,District #23,Central
78372,Phan Rang-Thap Cham,District #23,Central
78373,Tuy Hoa,District #23,Central
78374,Quang Ngai,District #23,Central
78375,Hue,District #23,Central
78376,Phan Rang-Thap Cham,District #23,Central
78377,Nha Trang,District #23,Central
78379,Quy Nhon,District #23,Central
78380,Hue,District #23,Central
78381,Hoi An,District #23,Central
78382,Hue,District #23,Central
78383,Hue,District #23,Central
78384,Da Nang,District #23,Central
78385,Nha Trang,District #23,Central
78387,Phan Rang-Thap Cham,District #23,Central
78389,Phan Thiet,District #23,Central
78390,Hoi An,District #23,Central
78391,Tam Ky,District #23,Central
78393,Phan Rang-Thap Cham,District #23,Central
78401,Tuy Hoa,District #23,Central
78402,Phan Thiet,District #23,Central
78403,Tam Ky,District #23,Central
78404,Hoi An,District #23,Central
78405,Hue,District #23,Central
78406,Tuy Hoa,District #23,Central
78407,Da Nang,District #23,Central
78408,Tam Ky,District #23,Central
78409,Quy Nhon,District #23,Central
78410,Kon Tum,District #23,Central
78411,Kon Tum,District #23,Central
78412,Tam Ky,District #23,Central
78413,Quang Ngai,District #23,Central
78414,Quy Nhon,District #23,Central
78415,Phan Rang-Thap Cham,District #23,Central
78416,Nha Trang,District #23,Central
78417,Tuy Hoa,District #23,Central
78418,Phan Thiet,District #23,Central
78419,Hoi An,District #23,Central
78426,Hoi An,District #23,Central
78427,Quy Nhon,District #23,Central
78460,Phan Rang-Thap Cham,District #23,Central
78463,Dong Hoi,District #23,Central
78465,Hoi An,District #23,Central
78466,Quy Nhon,District #23,Central
78467,Dong Hoi,District #23,Central
78468,Kon Tum,District #23,Central
78469,Tam Ky,District #23,Central
78470,Da Nang,District #23,Central
78472,Hue,District #23,Central
78474,Da Nang,District #23,Central
78480,Hue,District #23,Central
78501,Quy Nhon,District #23,Central
78502,Nha Trang,District #23,Central
78503,Nha Trang,District #23,Central
78504,Phan Rang-Thap Cham,District #23,Central
78505,Tam Ky,District #23,Central
78516,Tuy Hoa,District #23,Central
78520,Quang Ngai,District #23,Central
78521,Hoi An,District #23,Central
78522,Kon Tum,District #23,Central
78523,Tam Ky,District #23,Central
78526,Phan Thiet,District #23,Central
78535,Hue,District #23,Central
78536,Phan Thiet,District #23,Central
78537,Tuy Hoa,District #23,Central
78538,Hoi An,District #23,Central
78539,Phan Rang-Thap Cham,District #23,Central
78540,Tuy Hoa,District #23,Central
78541,Phan Thiet,District #23,Central
78542,Hoi An,District #23,Central
78543,Phan Thiet,District #23,Central
78545,Phan Rang-Thap Cham,District #23,Central
78547,Quy Nhon,District #23,Central
78548,Quy Nhon,District #23,Central
78549,Nha Trang,District #23,Central
78550,Tam Ky,District #23,Central
78551,Phan Thiet,District #23,Central
78552,Phan Thiet,District #23,Central
78553,Hue,District #23,Central
78557,Hue,District #23,Central
78558,Da Nang,District #23,Central
78559,Dong Hoi,District #23,Central
78560,Nha Trang,District #23,Central
78561,Phan Rang-Thap Cham,District #23,Central
78562,Phan Rang-Thap Cham,District #23,Central
78563,Hoi An,District #23,Central
78564,Tuy Hoa,District #23,Central
78565,Phan Rang-Thap Cham,District #23,Central
78566,Kon Tum,District #23,Central
78567,Tuy Hoa,District #23,Central
78568,Quy Nhon,District #23,Central
78569,Kon Tum,District #23,Central
78570,Nha Trang,District #23,Central
78572,Phan Rang-Thap Cham,District #23,Central
78573,Quy Nhon,District #23,Central
78574,Kon Tum,District #23,Central
78575,Phan Rang-Thap Cham,District #23,Central
78576,Dong Hoi,District #23,Central
78577,Hoi An,District #23,Central
78578,Hoi An,District #23,Central
78579,Kon Tum,District #23,Central
78580,Phan Rang-Thap Cham,District #23,Central
78582,Quang Ngai,District #23,Central
78583,Phan Thiet,District #23,Central
78584,Phan Rang-Thap Cham,District #23,Central
78585,Quy Nhon,District #23,Central
78586,Phan Rang-Thap Cham,District #23,Central
78588,Phan Rang-Thap Cham,District #23,Central
78589,Tam Ky,District #23,Central
78590,Da Nang,District #23,Central
78591,Tuy Hoa,District #23,Central
78592,Quy Nhon,District #23,Central
78593,Quy Nhon,District #23,Central
78594,Tuy Hoa,District #23,Central
78595,Phan Rang-Thap Cham,District #23,Central
78596,Hue,District #23,Central
78597,Phan Rang-Thap Cham,District #23,Central
78598,Nha Trang,District #23,Central
78599,Quang Ngai,District #23,Central
78602,Phan Thiet,District #23,Central
78604,Hoi An,District #23,Central
78605,Hoi An,District #23,Central
78606,Kon Tum,District #23,Central
78607,Quy Nhon,District #23,Central
78608,Kon Tum,District #23,Central
78609,Quy Nhon,District #23,Central
78610,Dong Hoi,District #23,Central
78611,Quang Ngai,District #23,Central
78612,Kon Tum,District #23,Central
78613,Quang Ngai,District #23,Central
78614,Quang Ngai,District #23,Central
78615,Tam Ky,District #23,Central
78616,Quy Nhon,District #23,Central
78617,Tam Ky,District #23,Central
78618,Tam Ky,District #23,Central
78619,Phan Rang-Thap Cham,District #23,Central
78620,Da Nang,District #23,Central
78621,Quang Ngai,District #23,Central
78622,Quang Ngai,District #23,Central
78623,Phan Rang-Thap Cham,District #23,Central
78624,Dong Hoi,District #23,Central
78626,Tam Ky,District #23,Central
78627,Hue,District #23,Central
78628,Quy Nhon,District #23,Central
78629,Nha Trang,District #23,Central
78630,Hoi An,District #23,Central
78631,Tuy Hoa,District #23,Central
78632,Tam Ky,District #23,Central
78633,Phan Rang-Thap Cham,District #23,Central
78634,Hue,District #23,Central
78635,Kon Tum,District #23,Central
78636,Tam Ky,District #23,Central
78638,Nha Trang,District #23,Central
78639,Quy Nhon,District #23,Central
78640,Phan Thiet,District #23,Central
78641,Tuy Hoa,District #23,Central
78642,Hoi An,District #23,Central
78643,Kon Tum,District #23,Central
78644,Hue,District #23,Central
78645,Nha Trang,District #23,Central
78646,Tuy Hoa,District #23,Central
78648,Quang Ngai,District #23,Central
78650,Tam Ky,District #23,Central
78651,Kon Tum,District #23,Central
78652,Phan Rang-Thap Cham,District #23,Central
78653,Kon Tum,District #23,Central
78654,Nha Trang,District #23,Central
78655,Phan Thiet,District #23,Central
78656,Hoi An,District #23,Central
78657,Phan Rang-Thap Cham,District #23,Central
78658,Quang Ngai,District #23,Central
78659,Dong Hoi,District #23,Central
78660,Hue,District #23,Central
78661,Phan Thiet,District #23,Central
78662,Nha Trang,District #23,Central
78663,Dong Hoi,District #23,Central
78664,Hue,District #23,Central
78665,Kon Tum,District #23,Central
78666,Nha Trang,District #23,Central
78667,Phan Rang-Thap Cham,District #23,Central
78669,Phan Rang-Thap Cham,District #23,Central
78670,Quang Ngai,District #23,Central
78671,Hue,District #23,Central
78672,Nha Trang,District #23,Central
78673,Dong Hoi,District #23,Central
78674,Quang Ngai,District #23,Central
78675,Dong Hoi,District #23,Central
78676,Hoi An,District #23,Central
78677,Quang Ngai,District #23,Central
78680,Hue,District #23,Central
78681,Tam Ky,District #23,Central
78682,Hue,District #23,Central
78683,Dong Hoi,District #23,Central
78691,Quang Ngai,District #23,Central
78801,Phan Thiet,District #23,Central
78802,Tam Ky,District #23,Central
78827,Hue,District #23,Central
78828,Hoi An,District #23,Central
78829,Phan Rang-Thap Cham,District #23,Central
78830,Kon Tum,District #23,Central
78832,Da Nang,District #23,Central
78833,Tuy Hoa,District #23,Central
78834,Tam Ky,District #23,Central
78836,Nha Trang,District #23,Central
78837,Quang Ngai,District #23,Central
78838,Kon Tum,District #23,Central
78839,Hoi An,District #23,Central
78840,Phan Thiet,District #23,Central
78841,Hue,District #23,Central
78842,Tuy Hoa,District #23,Central
78843,Da Nang,District #23,Central
78847,Da Nang,District #23,Central
78850,Da Nang,District #23,Central
78852,Phan Rang-Thap Cham,District #23,Central
78853,Quang Ngai,District #23,Central
78860,Tuy Hoa,District #23,Central
78861,Hue,District #23,Central
78870,Kon Tum,District #23,Central
78871,Phan Rang-Thap Cham,District #23,Central
78872,Tam Ky,District #23,Central
78873,Phan Thiet,District #23,Central
78877,Hue,District #23,Central
78879,Nha Trang,District #23,Central
78880,Da Nang,District #23,Central
78881,Hue,District #23,Central
78883,Phan Thiet,District #23,Central
78884,Quy Nhon,District #23,Central
78885,Dong Hoi,District #23,Central
78886,Phan Thiet,District #23,Central
78931,Phan Rang-Thap Cham,District #23,Central
78932,Quy Nhon,District #23,Central
78933,Quy Nhon,District #23,Central
78934,Hue,District #23,Central
78935,Phan Rang-Thap Cham,District #23,Central
78938,Kon Tum,District #23,Central
78940,Quang Ngai,District #23,Central
78941,Tam Ky,District #23,Central
78942,Phan Thiet,District #23,Central
78943,Quy Nhon,District #23,Central
78944,Quy Nhon,District #23,Central
78945,Phan Thiet,District #23,Central
78946,Quy Nhon,District #23,Central
78947,Kon Tum,District #23,Central
78948,Hue,District #23,Central
78949,Tam Ky,District #23,Central
78950,Tam Ky,District #23,Central
78951,Nha Trang,District #23,Central
78952,Kon Tum,District #23,Central
78953,Tam Ky,District #23,Central
78954,Phan Thiet,District #23,Central
78956,Hoi An,District #23,Central
78957,Quy Nhon,District #23,Central
78959,Tam Ky,District #23,Central
78960,Quang Ngai,District #23,Central
78961,Hoi An,District #23,Central
78962,Nha Trang,District #23,Central
78963,Dong Hoi,District #23,Central
73301,Nha Trang,District #23,Central
73344,Phan Rang-Thap Cham,District #23,Central
78701,Tam Ky,District #23,Central
78702,Kon Tum,District #23,Central
78703,Hoi An,District #23,Central
78704,Phan Thiet,District #23,Central
78705,Tam Ky,District #23,Central
78708,Hue,District #23,Central
78709,Tuy Hoa,District #23,Central
78710,Hoi An,District #23,Central
78711,Hue,District #23,Central
78712,Quang Ngai,District #23,Central
78713,Phan Rang-Thap Cham,District #23,Central
78714,Nha Trang,District #23,Central
78715,Dong Hoi,District #23,Central
78716,Da Nang,District #23,Central
78717,Hoi An,District #23,Central
78718,Phan Rang-Thap Cham,District #23,Central
78719,Da Nang,District #23,Central
78720,Quy Nhon,District #23,Central
78721,Quang Ngai,District #23,Central
78722,Da Nang,District #23,Central
78723,Kon Tum,District #23,Central
78724,Quang Ngai,District #23,Central
78725,Quy Nhon,District #23,Central
78726,Kon Tum,District #23,Central
78727,Quang Ngai,District #23,Central
78728,Tuy Hoa,District #23,Central
78729,Hue,District #23,Central
78730,Hue,District #23,Central
78731,Da Nang,District #23,Central
78732,Quang Ngai,District #23,Central
78733,Phan Thiet,District #23,Central
78734,Phan Thiet,District #23,Central
78735,Quang Ngai,District #23,Central
78736,Da Nang,District #23,Central
78737,Dong Hoi,District #23,Central
78738,Dong Hoi,District #23,Central
78739,Dong Hoi,District #23,Central
78741,Tuy Hoa,District #23,Central
78742,Quang Ngai,District #23,Central
78744,Tuy Hoa,District #23,Central
78745,Tam Ky,District #23,Central
78746,Hue,District #23,Central
78747,Da Nang,District #23,Central
78748,Phan Thiet,District #23,Central
78749,Tam Ky,District #23,Central
78750,Nha Trang,District #23,Central
78751,Nha Trang,District #23,Central
78752,Da Nang,District #23,Central
78753,Kon Tum,District #23,Central
78754,Da Nang,District #23,Central
78755,Hoi An,District #23,Central
78756,Tam Ky,District #23,Central
78757,Quy Nhon,District #23,Central
78758,Da Nang,District #23,Central
78759,Nha Trang,District #23,Central
78760,Phan Rang-Thap Cham,District #23,Central
78761,Nha Trang,District #23,Central
78762,Phan Thiet,District #23,Central
78763,Quy Nhon,District #23,Central
78764,Da Nang,District #23,Central
78765,Hue,District #23,Central
78766,Phan Rang-Thap Cham,District #23,Central
78767,Quy Nhon,District #23,Central
78768,Kon Tum,District #23,Central
78769,Phan Rang-Thap Cham,District #23,Central
78772,Da Nang,District #23,Central
78773,Nha Trang,District #23,Central
78774,Tuy Hoa,District #23,Central
78778,Da Nang,District #23,Central
78779,Kon Tum,District #23,Central
78783,Hue,District #23,Central
78799,Phan Rang-Thap Cham,District #23,Central
78201,Phan Thiet,District #23,Central
78202,Quang Ngai,District #23,Central
78203,Phan Rang-Thap Cham,District #23,Central
78204,Phan Thiet,District #23,Central
78205,Tuy Hoa,District #23,Central
78206,Tuy Hoa,District #23,Central
78207,Quy Nhon,District #23,Central
78208,Nha Trang,District #23,Central
78209,Phan Thiet,District #23,Central
78210,Hoi An,District #23,Central
78211,Quy Nhon,District #23,Central
78212,Quang Ngai,District #23,Central
78213,Quy Nhon,District #23,Central
78214,Quy Nhon,District #23,Central
78215,Dong Hoi,District #23,Central
78216,Nha Trang,District #23,Central
78217,Kon Tum,District #23,Central
78218,Hoi An,District #23,Central
78219,Quy Nhon,District #23,Central
78220,Phan Thiet,District #23,Central
78221,Tam Ky,District #23,Central
78222,Tuy Hoa,District #23,Central
78223,Dong Hoi,District #23,Central
78224,Nha Trang,District #23,Central
78225,Tuy Hoa,District #23,Central
78226,Hoi An,District #23,Central
78227,Tuy Hoa,District #23,Central
78228,Hue,District #23,Central
78229,Tuy Hoa,District #23,Central
78230,Hue,District #23,Central
78231,Phan Thiet,District #23,Central
78232,Dong Hoi,District #23,Central
78233,Da Nang,District #23,Central
78234,Hue,District #23,Central
78235,Hoi An,District #23,Central
78237,Kon Tum,District #23,Central
78238,Dong Hoi,District #23,Central
78239,Nha Trang,District #23,Central
78240,Nha Trang,District #23,Central
78241,Da Nang,District #23,Central
78242,Hoi An,District #23,Central
78243,Phan Thiet,District #23,Central
78244,Dong Hoi,District #23,Central
78245,Quy Nhon,District #23,Central
78246,Da Nang,District #23,Central
78247,Quy Nhon,District #23,Central
78248,Quy Nhon,District #23,Central
78249,Hue,District #23,Central
78250,Dong Hoi,District #23,Central
78251,Dong Hoi,District #23,Central
78252,Kon Tum,District #23,Central
78253,Quy Nhon,District #23,Central
78254,Nha Trang,District #23,Central
78255,Phan Rang-Thap Cham,District #23,Central
78256,Quy Nhon,District #23,Central
78257,Dong Hoi,District #23,Central
78258,Tuy Hoa,District #23,Central
